O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDER-PRIORITY,O_CLERK,O_SHIP-PRIORITY,O_COMMENT,Cust_name,Mrkt_segment
772,965,F,205442.15,4/17/1993,2-HIGH,Clerk#000000430,0,regularly silent asymptotes wake,Customer#000000965,MACHINERY
773,1319,F,190734.21,9/26/1993,3-MEDIUM,Clerk#000000307,0,furiously ironic accounts are above the quickly regul,Customer#000001319,MACHINERY
774,796,O,214484.43,12/4/1995,1-URGENT,Clerk#000000883,0,regular instructions nag carefully blithely even,Customer#000000796,HOUSEHOLD
775,1333,F,75392.93,3/18/1995,1-URGENT,Clerk#000000191,0,carefully express deposits wake-- quickly even accounts cajol,Customer#000001333,AUTOMOBILE
800,560,O,144932.63,7/14/1998,2-HIGH,Clerk#000000213,0,"slyly ironic gifts over the regular, express ideas cajole quickly among t",Customer#000000560,BUILDING
801,1178,F,186160.67,2/18/1992,1-URGENT,Clerk#000000186,0,theodolites sleep above the careful,Customer#000001178,HOUSEHOLD
802,1367,F,192178.48,1/5/1995,1-URGENT,Clerk#000000516,0,express pinto beans wake across the pending,Customer#000001367,HOUSEHOLD
803,145,O,49471.93,4/29/1997,5-LOW,Clerk#000000260,0,"blithely pending gifts according to the busy, ironic re",Customer#000000145,HOUSEHOLD
804,500,F,136844.01,3/12/1993,3-MEDIUM,Clerk#000000931,0,furiously final pinto beans impress careful,Customer#000000500,AUTOMOBILE
805,1261,O,145879.67,7/5/1995,4-NOT SPECIFIED,Clerk#000000856,0,"busy, regular foxes",Customer#000001261,BUILDING
806,1309,O,39072.3,6/20/1996,2-HIGH,Clerk#000000240,0,ironic pinto beans wake quickly acro,Customer#000001309,AUTOMOBILE
807,1436,F,291066.38,11/24/1993,3-MEDIUM,Clerk#000000012,0,express packages according to the quickly special,Customer#000001436,MACHINERY
832,290,F,75549.27,4/19/1992,5-LOW,Clerk#000000495,0,blithely even accounts cajole slyly dolphins; slyly bold requests i,Customer#000000290,MACHINERY
833,553,F,53948.73,2/13/1994,3-MEDIUM,Clerk#000000437,0,blithely final foxes sleep quickly abo,Customer#000000553,BUILDING
834,428,F,57631.12,5/23/1994,3-MEDIUM,Clerk#000000805,0,furiously regular pinto beans are carefully. even,Customer#000000428,BUILDING
835,649,O,79671.35,10/8/1995,4-NOT SPECIFIED,Clerk#000000416,0,deposits mold slyly furiously even accounts? slyly ironic re,Customer#000000649,BUILDING
836,688,O,103041.7,11/25/1996,4-NOT SPECIFIED,Clerk#000000729,0,slyly unusual deposits affix,Customer#000000688,HOUSEHOLD
837,1159,F,99107.47,6/15/1994,4-NOT SPECIFIED,Clerk#000000563,0,furiously final instructions use ironic foxes. even packages s,Customer#000001159,HOUSEHOLD
838,164,O,119122.55,1/29/1998,5-LOW,Clerk#000000213,0,slyly regular ideas cajole. blithely ruthless patterns snooze ag,Customer#000000164,HOUSEHOLD
839,280,O,109349.68,8/8/1995,1-URGENT,Clerk#000000951,0,blithely express deposits are slyly,Customer#000000280,BUILDING
864,1378,O,110290.44,8/17/1997,1-URGENT,Clerk#000000036,0,carefully regular pinto beans wake fluffily. sly,Customer#000001378,HOUSEHOLD
865,26,F,112126.26,5/4/1993,3-MEDIUM,Clerk#000000337,0,"requests are across the regular excuses. final, brave dependencies kindle aro",Customer#000000026,AUTOMOBILE
866,383,F,5793.01,11/28/1992,3-MEDIUM,Clerk#000000718,0,closely regular dependencies boost fluffily after the pending foxes. carefull,Customer#000000383,MACHINERY
867,253,F,9271.15,11/16/1993,3-MEDIUM,Clerk#000000877,0,"regular, unusual theodolites according to the daringly pending",Customer#000000253,AUTOMOBILE
868,1036,F,157914.01,6/9/1992,4-NOT SPECIFIED,Clerk#000000782,0,doggedly final theodolites wake furiously qui,Customer#000001036,BUILDING
869,1348,O,88458.72,1/12/1997,2-HIGH,Clerk#000000245,0,"ironic, regular requests sleep alongside of the regularly regular p",Customer#000001348,MACHINERY
870,322,F,60182.94,6/20/1993,4-NOT SPECIFIED,Clerk#000000123,0,"special, ironic asymptotes",Customer#000000322,HOUSEHOLD
871,145,O,265450.06,11/15/1995,5-LOW,Clerk#000000882,0,regular deposits across the requests haggle quickly carefully regular somas. b,Customer#000000145,HOUSEHOLD
896,17,F,248402.1,3/9/1993,1-URGENT,Clerk#000000187,0,furiously ironic instructions lose quickly. ironic foxes cajole slyly. iron,Customer#000000017,AUTOMOBILE
897,490,P,88281.28,3/20/1995,1-URGENT,Clerk#000000316,0,evenly regular asymptotes above the slyly final packages haggle a,Customer#000000490,FURNITURE
898,536,F,159708.26,6/3/1993,2-HIGH,Clerk#000000611,0,even packages integrate unusual requests. careful attainments sleep,Customer#000000536,MACHINERY
899,1085,O,165248.53,4/8/1998,5-LOW,Clerk#000000575,0,"unusual, even pinto beans wake slyly along the",Customer#000001085,BUILDING
900,460,F,173555.09,10/1/1994,4-NOT SPECIFIED,Clerk#000000060,0,"unusual, final depths cajole car",Customer#000000460,FURNITURE
901,113,O,106041.48,7/21/1998,4-NOT SPECIFIED,Clerk#000000929,0,carefully even excuses cajole furiously blithely bold requests. blithely regul,Customer#000000113,BUILDING
902,86,F,49777.81,7/27/1994,4-NOT SPECIFIED,Clerk#000000811,0,"ironic deposits print above the bold deposits. slow, ironic frays cajole. pe",Customer#000000086,HOUSEHOLD
903,109,O,140726.26,7/7/1995,4-NOT SPECIFIED,Clerk#000000793,0,ironic frays x-ray slyly alongside of the furiously regular platelet,Customer#000000109,BUILDING
928,658,F,315638.02,3/2/1995,5-LOW,Clerk#000000450,0,fluffily pending requests boo,Customer#000000658,HOUSEHOLD
929,827,F,149145.44,10/2/1992,2-HIGH,Clerk#000000160,0,"deposits sleep furiously fluffily pending foxes. ironic, silent accounts",Customer#000000827,HOUSEHOLD
930,1310,F,285619.42,12/17/1994,1-URGENT,Clerk#000000004,0,"quickly regular foxes after the silent, pending pinto beans cajole blit",Customer#000001310,HOUSEHOLD
931,1030,F,170066.75,12/7/1992,1-URGENT,Clerk#000000881,0,final deposits cajole slyly slyly ironic deposits. regu,Customer#000001030,HOUSEHOLD
932,404,O,57043.21,5/16/1997,2-HIGH,Clerk#000000218,0,dependencies detect even requests. regular dependencies s,Customer#000000404,BUILDING
933,955,F,106503.56,8/5/1992,4-NOT SPECIFIED,Clerk#000000752,0,fluffily ironic instructions cajole quickly along the fu,Customer#000000955,AUTOMOBILE
934,514,O,18262.86,7/3/1996,1-URGENT,Clerk#000000229,0,furious excuses across the fin,Customer#000000514,BUILDING
935,493,O,131247.01,9/24/1997,5-LOW,Clerk#000000180,0,ideas are. furiously ironic ideas are regularl,Customer#000000493,MACHINERY
960,347,F,84356.33,9/21/1994,3-MEDIUM,Clerk#000000120,0,blithely final requests use. blithely dogged packages sleep across,Customer#000000347,BUILDING
961,551,P,248080.06,6/4/1995,4-NOT SPECIFIED,Clerk#000000720,0,fluffily unusual foxes cajole blithely spe,Customer#000000551,MACHINERY
962,353,F,144898.54,5/6/1994,5-LOW,Clerk#000000463,0,"bold, blithe requests grow. carefully silent pearls affix furiously",Customer#000000353,BUILDING
963,253,F,98613.54,5/26/1994,3-MEDIUM,Clerk#000000497,0,fluffily unusual accounts sleep. accounts engage. quickly final requ,Customer#000000253,AUTOMOBILE
964,752,O,207649.97,5/20/1995,3-MEDIUM,Clerk#000000657,0,blithely enticing courts,Customer#000000752,MACHINERY
965,685,P,44648.62,5/15/1995,5-LOW,Clerk#000000218,0,"unusual, even packages play besides the regular ideas. sl",Customer#000000685,MACHINERY
966,134,O,142557.51,4/30/1998,2-HIGH,Clerk#000000239,0,carefully ironic the,Customer#000000134,BUILDING
967,1099,F,236000.05,6/21/1992,3-MEDIUM,Clerk#000000167,0,fluffily pending platelets nag slyly after the carefully speci,Customer#000001099,AUTOMOBILE
992,538,O,189842.36,11/11/1997,3-MEDIUM,Clerk#000000875,0,quickly silent platelets sleep. depo,Customer#000000538,MACHINERY
993,793,O,269632.17,9/10/1995,3-MEDIUM,Clerk#000000894,0,accounts are quickly. f,Customer#000000793,BUILDING
994,13,F,49870.71,4/20/1994,5-LOW,Clerk#000000497,0,"ironic, dogged ideas haggle slyly ironic requests. requests sleep. unusual, bo",Customer#000000013,BUILDING
995,1160,P,189854.55,5/31/1995,3-MEDIUM,Clerk#000000439,0,quietly regular depend,Customer#000001160,AUTOMOBILE
996,710,O,71877.3,12/29/1997,1-URGENT,Clerk#000000497,0,"bold, final platelets haggle carefully. theodolites alongside of the ironi",Customer#000000710,FURNITURE
997,1087,O,39832.61,5/19/1997,2-HIGH,Clerk#000000651,0,furiously express deposits wake furiously against the express theodolit,Customer#000001087,MACHINERY
998,317,F,81009.81,11/26/1994,4-NOT SPECIFIED,Clerk#000000956,0,slyly special deposits across the f,Customer#000000317,HOUSEHOLD
999,602,F,221018.87,9/5/1993,5-LOW,Clerk#000000464,0,furiously final theodolites sleep blithely above,Customer#000000602,BUILDING
1024,35,O,248306.79,12/23/1997,5-LOW,Clerk#000000903,0,carefully careful warhorses sleep slyly: carefull,Customer#000000035,HOUSEHOLD
1025,1027,F,112960.5,5/5/1995,2-HIGH,Clerk#000000376,0,quickly final deposits are q,Customer#000001027,BUILDING
1026,712,O,49485.22,6/4/1997,5-LOW,Clerk#000000223,0,regular packages wake quickly final accounts. furiously,Customer#000000712,BUILDING
1027,1280,F,145806.89,6/3/1992,3-MEDIUM,Clerk#000000241,0,fluffily silent instructions wake furiously,Customer#000001280,HOUSEHOLD
1028,685,F,190755.43,1/1/1994,2-HIGH,Clerk#000000131,0,unusual deposits after the deposits cajole furi,Customer#000000685,MACHINERY
1029,1288,F,57789.24,6/21/1994,2-HIGH,Clerk#000000700,0,quickly even platelets ought to ca,Customer#000001288,HOUSEHOLD
1030,1340,F,26164.34,6/15/1994,5-LOW,Clerk#000000422,0,slyly regular deposits cajole theodolites,Customer#000001340,HOUSEHOLD
1031,37,F,203268.37,9/1/1994,3-MEDIUM,Clerk#000000448,0,furiously unusual accounts may cajole quickly among the e,Customer#000000037,FURNITURE
1056,275,F,41838.38,2/11/1995,1-URGENT,Clerk#000000125,0,furiously ironic packages cajole qu,Customer#000000275,AUTOMOBILE
1057,760,F,176625.96,2/20/1992,1-URGENT,Clerk#000000124,0,"furiously even packages about the bold, permanent accounts slee",Customer#000000760,BUILDING
1058,530,F,132338.09,4/26/1993,3-MEDIUM,Clerk#000000373,0,"decoys are blithely slyly ironic requests. regular, regular foxes",Customer#000000530,BUILDING
1059,1268,F,291519.65,2/27/1994,1-URGENT,Clerk#000000104,0,express deposits sublate regular warhorses. furiously even orbits haggle b,Customer#000001268,BUILDING
1060,1397,F,155247.64,2/21/1993,3-MEDIUM,Clerk#000000989,0,carefully regular requests affix blithely. blithely ironic,Customer#000001397,AUTOMOBILE
1061,1027,O,197424.17,5/15/1998,5-LOW,Clerk#000000576,0,"pending accounts after the even, final d",Customer#000001027,BUILDING
1062,1051,O,48449.37,1/15/1997,1-URGENT,Clerk#000000152,0,"final, ironic packages wake sly",Customer#000001051,HOUSEHOLD
1063,370,F,76957.4,4/2/1994,2-HIGH,Clerk#000000024,0,"even pinto beans are ruthless, special accounts.",Customer#000000370,FURNITURE
1088,1469,F,53063.07,5/21/1992,5-LOW,Clerk#000000347,0,silent ideas use blithely alongside of the carefully ironic requests. blith,Customer#000001469,FURNITURE
1089,481,O,140302.14,5/4/1996,4-NOT SPECIFIED,Clerk#000000226,0,deposits thrash blithely. final theodolites according,Customer#000000481,FURNITURE
1090,172,O,34290.36,11/15/1997,2-HIGH,Clerk#000000300,0,asymptotes impress furious,Customer#000000172,MACHINERY
1091,829,O,48591.79,8/27/1996,1-URGENT,Clerk#000000549,0,ironic dependencies doze b,Customer#000000829,MACHINERY
1092,1232,P,131664.83,3/4/1995,3-MEDIUM,Clerk#000000006,0,regular ideas cajole bold accounts. furiously even notornis sl,Customer#000001232,MACHINERY
1093,1007,O,124792.59,7/31/1997,4-NOT SPECIFIED,Clerk#000000159,0,theodolites are slyly pending requests. slyly blithe packages ar,Customer#000001007,MACHINERY
1094,1438,O,9281.56,12/24/1997,3-MEDIUM,Clerk#000000570,0,bold requests above the deposits wake quickly accord,Customer#000001438,FURNITURE
1095,1433,O,225466.98,8/22/1995,3-MEDIUM,Clerk#000000709,0,blithely regular foxes h,Customer#000001433,BUILDING
1120,1391,O,152580.64,11/7/1997,3-MEDIUM,Clerk#000000319,0,"regular, final packages breach carefully. dogged",Customer#000001391,FURNITURE
1121,281,O,368220.47,1/13/1997,3-MEDIUM,Clerk#000000541,0,slyly even ideas use against the slyly unusual dependencies: speci,Customer#000000281,BUILDING
1122,1196,O,225660.19,1/10/1997,1-URGENT,Clerk#000000083,0,unusual dolphins use blithely against th,Customer#000001196,BUILDING
1123,715,O,115157.87,8/3/1996,3-MEDIUM,Clerk#000000929,0,furiously final instructions use furiously ironic req,Customer#000000715,AUTOMOBILE
1124,796,O,214762.97,7/30/1998,5-LOW,Clerk#000000326,0,fluffily regular deposits affi,Customer#000000796,HOUSEHOLD
1125,242,F,112869.93,10/27/1994,2-HIGH,Clerk#000000510,0,"furiously final dependencies are about the regular, final pinto beans. even t",Customer#000000242,MACHINERY
1126,1433,O,81025.22,1/28/1998,4-NOT SPECIFIED,Clerk#000000928,0,carefully regular dependencies above t,Customer#000001433,BUILDING
1127,575,O,125368.14,9/19/1995,4-NOT SPECIFIED,Clerk#000000397,0,quickly ironic packages doubt furiousl,Customer#000000575,BUILDING
1152,490,F,78973.34,8/14/1994,4-NOT SPECIFIED,Clerk#000000496,0,accounts use furiously against the busily final deposits.,Customer#000000490,FURNITURE
1153,1196,O,328207.15,4/18/1996,5-LOW,Clerk#000000059,0,blithely even deposits sleep quickly. blithel,Customer#000001196,BUILDING
1154,352,F,264213.46,2/15/1992,1-URGENT,Clerk#000000268,0,"silent, ironic dependencies wake carefully pending deposits. fur",Customer#000000352,HOUSEHOLD
1155,1498,O,170273.99,10/6/1997,2-HIGH,Clerk#000000164,0,quickly unusual platelets are. ironi,Customer#000001498,AUTOMOBILE
1156,1318,O,333319.23,10/19/1996,1-URGENT,Clerk#000000200,0,slyly sly deposits at the asymptotes kindle blithely th,Customer#000001318,BUILDING
1157,968,O,136306.85,1/14/1998,4-NOT SPECIFIED,Clerk#000000207,0,furiously idle pinto beans are slyly. carefully regular,Customer#000000968,BUILDING
1158,1414,O,43176.15,6/30/1996,2-HIGH,Clerk#000000549,0,"final ideas poach. final, ironic foxes sleep caref",Customer#000001414,BUILDING
1159,685,F,68999.67,9/18/1992,3-MEDIUM,Clerk#000000992,0,furiously regular ideas after the furiously regular sentiments do,Customer#000000685,MACHINERY
1184,886,O,55815.77,10/26/1997,5-LOW,Clerk#000000777,0,furiously bold deposits cajole carefully dolphins. furiously,Customer#000000886,AUTOMOBILE
1185,736,F,68659.75,8/24/1992,5-LOW,Clerk#000000344,0,blithely unusual realms pr,Customer#000000736,MACHINERY
1186,589,O,88428.13,8/15/1996,4-NOT SPECIFIED,Clerk#000000798,0,"final, careful deposits cajole blithely? caref",Customer#000000589,FURNITURE
1187,1337,F,133699.36,11/20/1992,3-MEDIUM,Clerk#000000047,0,ironic instructions about the enticingly slow request,Customer#000001337,MACHINERY
1188,199,O,79030.59,4/11/1996,2-HIGH,Clerk#000000256,0,slyly even ideas wake furiously furiously final foxes? blithely final i,Customer#000000199,FURNITURE
1189,445,F,90219.24,4/9/1994,1-URGENT,Clerk#000000243,0,carefully even instructions,Customer#000000445,FURNITURE
1190,121,O,54852.43,3/16/1997,5-LOW,Clerk#000000575,0,furiously bold requests boost carefully along the exp,Customer#000000121,BUILDING
1191,1103,O,41725.75,11/7/1995,3-MEDIUM,Clerk#000000011,0,ideas after the depen,Customer#000001103,AUTOMOBILE
1216,1220,F,111175.17,12/7/1992,5-LOW,Clerk#000000918,0,ironic theodolites,Customer#000001220,FURNITURE
1217,64,F,63714.18,4/26/1992,4-NOT SPECIFIED,Clerk#000000538,0,"regular, even courts need to boost:",Customer#000000064,BUILDING
1218,83,F,157442.11,6/20/1994,4-NOT SPECIFIED,Clerk#000000994,0,slyly even requests are slyly. blithely,Customer#000000083,BUILDING
1219,271,O,11895.23,10/5/1995,3-MEDIUM,Clerk#000000800,0,"slyly bold deposits cajole pending foxes. bold, special requests about the exp",Customer#000000271,MACHINERY
1220,485,O,164363.11,8/29/1996,1-URGENT,Clerk#000000712,0,regular deposits cajole carefully deposits. blithely,Customer#000000485,MACHINERY
1221,134,F,164863.12,4/19/1992,4-NOT SPECIFIED,Clerk#000000852,0,bold requests maintain. final orbits among the blithely regular pinto beans,Customer#000000134,BUILDING
1222,98,F,61432.27,2/5/1993,3-MEDIUM,Clerk#000000811,0,"regular, bold pinto beans are quickly pending waters. carefully regul",Customer#000000098,BUILDING
1223,91,O,50645.67,5/25/1996,4-NOT SPECIFIED,Clerk#000000238,0,requests boost slyly,Customer#000000091,AUTOMOBILE
1248,472,F,295111.15,1/2/1992,1-URGENT,Clerk#000000890,0,deposits are. slyly express asympt,Customer#000000472,MACHINERY
1249,1498,F,70939.22,1/5/1994,1-URGENT,Clerk#000000095,0,accounts nag blithely. furiously ironic ideas impress. requests ha,Customer#000001498,AUTOMOBILE
1250,359,F,13036.54,9/29/1992,4-NOT SPECIFIED,Clerk#000000652,0,quietly regular deposits wake fluffily. regular requests,Customer#000000359,FURNITURE
1251,379,O,168646.06,10/30/1997,1-URGENT,Clerk#000000276,0,furiously regular deposits haggle according to the express,Customer#000000379,AUTOMOBILE
1252,1499,O,135540.7,8/4/1997,5-LOW,Clerk#000000348,0,quickly ironic instructions cajole carefu,Customer#000001499,AUTOMOBILE
1253,1145,F,135358.41,1/26/1993,1-URGENT,Clerk#000000775,0,requests haggle carefully along the carefu,Customer#000001145,HOUSEHOLD
1254,698,O,143889.73,12/22/1995,1-URGENT,Clerk#000000607,0,packages about the s,Customer#000000698,BUILDING
1255,1217,F,104935.74,5/30/1994,4-NOT SPECIFIED,Clerk#000000798,0,carefully bold theodolites haggle against the special requ,Customer#000001217,FURNITURE
1280,956,F,137579.92,1/11/1993,5-LOW,Clerk#000000160,0,silently express asymptotes cajole? quickly fin,Customer#000000956,HOUSEHOLD
1281,611,F,226132.4,12/11/1994,1-URGENT,Clerk#000000430,0,quickly final deposits sleep slyly pinto beans. furiously sil,Customer#000000611,HOUSEHOLD
1282,1160,F,85558.32,2/29/1992,4-NOT SPECIFIED,Clerk#000000168,0,carefully final accounts sleep blithe,Customer#000001160,AUTOMOBILE
1283,1165,O,296055.8,8/30/1996,4-NOT SPECIFIED,Clerk#000000260,0,"final, final accounts affix furiously special accounts. blithely",Customer#000001165,MACHINERY
1284,1340,O,147647.95,1/7/1996,2-HIGH,Clerk#000000492,0,ironic dugouts breach carefully quickly unus,Customer#000001340,HOUSEHOLD
1285,104,F,209656.04,6/1/1992,1-URGENT,Clerk#000000423,0,final packages haggle permanently. accounts affix above the r,Customer#000000104,FURNITURE
1286,1087,F,308115.46,5/14/1993,4-NOT SPECIFIED,Clerk#000000939,0,slyly ironic deposits haggle,Customer#000001087,MACHINERY
1287,173,F,181586.61,7/5/1994,2-HIGH,Clerk#000000288,0,furiously unusual dinos use furiously ca,Customer#000000173,BUILDING
1312,1111,F,81611.04,5/19/1994,3-MEDIUM,Clerk#000000538,0,even notornis cajole. furiously ev,Customer#000001111,MACHINERY
1313,1477,F,69234.03,9/13/1994,1-URGENT,Clerk#000000774,0,furiously ruthless theodolites cajole slyly-- blithely final accounts sleep,Customer#000001477,MACHINERY
